FAC_US_CANADA_BORDER_FLG,GLOBALID,OBJECTID,SOURCE_ID,EPA_SYSTEM,REGISTRY_ID,STATUTE,RCR_NAME,RCR_STREET,RCR_CITY,RCR_STATE,RCR_STATE_DISTRICT,RCR_ZIP,RCR_COUNTY,RCR_EPA_REGION,RCR_STATUS,RCR_INDIAN_CNTRY_FLG,RCR_TRIBAL_LAND_CODE,FAC_FIPS_CODE,FAC_LAT,FAC_LONG,FAC_US_MEX_BORDER_FLG,RCR_IMP_WATER_FLG,RCRA_UNIVERSE,RCRA_NAICS,FAC_SIC_CODES,FAC_PERCENT_MINORITY,FAC_POPULATION_DENSITY,FAC_FEDERAL_AGENCY_CODE,CHESAPEAKE_BAY_FLAG,AIR_IDS,CWA_IDS,RCRA_IDS,TRI_IDS,SDWA_IDS,RCRA_CASE_IDS,RCRA_CURR_SNC,RCRA_CURR_COMPL_STATUS,RCRA_QTRS_IN_SNC,RCRA_QTRS_IN_NC,RCRA_CURR_VIOLATION_TYPES,RCRA_INSP_CNT,RCRA_LAST_INSPECTION_DATE,RCRA_DAYS_LAST_INSPECTION,RCRA_IEA_CNT,RCRA_LAST_IEA_DATE,RCRA_FEA_CNT,RCRA_LAST_FEA_DATE,RCRA_PENALTIES,RCRA_LAST_PENALTY_DATE,RCRA_LAST_INSP_DATE_EPA,RCRA_LAST_INSP_DATE_STATE,RCRA_LAST_FEA_DATE_EPA,RCRA_LAST_FEA_DATE_STATE,RCRA_LAST_IEA_DATE_EPA,RCRA_LAST_IEA_DATE_STATE,FAC_TRI_REPORTER,FAC_TRI_ON_SITE_RELEASES,FAC_DERIVED_HUC,FAC_DERIVED_WBD,FAC_DERIVED_WBD_NAME,FAC_MAP_FLG,FAC_MAP_ICON,LAST_VIOLATION_DATE,CURRENT_VIO_CNT,FAC_FEDERAL_AGENCY_NAME,FAC_TRI_OFF_SITE_TRANSFERS,RCR_FIPS_CODE,RCR_LAND_TYPE_CODE,RCR_OLDEST_OPEN_VIO_DATE,FAC_TRI_LAND_RELEASES,RCRA_MAP_ICON,EJSCREEN_FLAG_US,PCTILE_PCTPRE1960_US,PCTILE_DPM_US,PCTILE_CANCER_US,PCTILE_RESP_US,PCTILE_TRAFFIC_SCORE_US,PCTILE_PROXIMITY_NPDES_US,PCTILE_PROXIMITY_NPL_US,PCTILE_PROXIMITY_RMP_US,PCTILE_PROXIMITY_TSDF_US,PCTILE_O3_US,PCTILE_PM_US,MAX_PCTILE_US,DFR_URL
,,,,,,,,,,,,,,,,,,36103,40.772504,-73.007566,,,Other,,,26.108,3062.64,,,,,NYR000012575,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020304,Swan River-Great South Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,51,37,16,11,45,20,51,13,38,50,14,51,http://echo.epa.gov/detailed-facility-report?fid=110006101468
,,,,,,,,,,,,,,,,,,36081,40.7685,-73.80099,,,Other,,,65.544,17696.670000000002,,,,,NYP004802492,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020105,Westchester Creek-East River,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,N,76,73,68,74,51,76,70,21,70,74,56,76,http://echo.epa.gov/detailed-facility-report?fid=110069653084
,,,,,,,,,,,,,,,,,,09001,41.16937,-73.13878,,,Other,32311,,62.754000000000005,5101.51,,,,,CTD018827345,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060303,Rooster River-Frontal Long Island Sound,Y,RCRA-IA-MN-N.png,,,,,09001,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,92,84,48,74,80,93,95,87,95,97,75,97,http://echo.epa.gov/detailed-facility-report?fid=110003013284
,,,,,,,,,,,,,,,,,,36081,40.69974,-73.78831,,,Other,,,85.521,22347.8,,,,,NYP004396750,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,89,95,88,91,90,0,88,27,91,93,76,95,http://echo.epa.gov/detailed-facility-report?fid=110060170648
,,,,,,,,,,,,,,,,,,36081,40.75909,-73.79413,,,Other,221122,,63.722,16829.78,,,,,NYP004128310,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,87,87,80,85,85,90,85,30,83,87,71,90,http://echo.epa.gov/detailed-facility-report?fid=110031415252
,,,,,,,,,,,,,,,,,,36081,40.704029999999996,-73.798592,,,Other,221122,,82.28800000000001,22614.27,,,,,NYP004876668,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,84,96,90,93,95,0,91,29,93,95,78,96,http://echo.epa.gov/detailed-facility-report?fid=110069387345
,,,,,,,,,,,,,,,,,,36119,41.02851,-73.77543,,,SQG,44131,,46.908,3944.55,,,,,NY0000467175,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IC-MN-N.png,,,,,36119,Private,,,RCRA-IC-MN-N.png,N,32,72,70,53,70,37,52,53,47,76,62,76,http://echo.epa.gov/detailed-facility-report?fid=110004317748
,,,,,,,,,,,,,,,,,,36059,40.74433,-73.6284,,,"LQG, Transporter",332813 332216,3089 3471 3423 3425,45.849000000000004,5793.1,,,NY0000001282200700,,NYD002040277,11501GRTNC165E2,,NY000A0000128220070000003 NY000A0000128220070000004,No,No Violation Identified,0,0,NA,1,1.65145E+12,1209,1,1.65352E+12,0,,0,,9.73123E+11,1.65145E+12,,,,1.65352E+12,P,,02030202,020302020204,Mill River,Y,RCRA-IC-MN-4.png,,,,,36059,Private,,,RCRA-IC-MN-4.png,N,74,69,30,49,64,32,73,44,68,72,44,74,http://echo.epa.gov/detailed-facility-report?fid=110000323640
,,,,,,,,,,,,,,,,,,36081,40.657894999999996,-73.768855,,,VSQG,541850,,92.509,10763.57,,,,,NYR000203646,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Private,,,RCRA-IC-MN-N.png,Y,99,99,96,99,99,0,98,35,96,98,82,99,http://echo.epa.gov/detailed-facility-report?fid=110056331250
,,,,,,,,,,,,,,,,,,36059,40.665749999999996,-73.48959,,,Other,44711,,8.873000000000001,5770.05,,,,,NYD000699926,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020202,Seaford Creek-South Oyster Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,N,37,34,10,33,34,38,34,13,17,39,13,39,http://echo.epa.gov/detailed-facility-report?fid=110004328727
,,,,,,,,,,,,,,,,,,36103,40.899401,-73.080587,,,VSQG,455211,,23.1,3329.91,,,,,NYR000114132,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020301,Town of Selden,Y,RCRA-IC-MN-N.png,,,,,36103,Private,,,RCRA-IC-MN-N.png,N,25,51,25,17,52,25,64,22,50,65,26,65,http://echo.epa.gov/detailed-facility-report?fid=110014359657
,,,,,,,,,,,,,,,,,,36103,40.77623,-73.07039,,,VSQG,,3231,15.122,2741.62,,,,NY0206393,NYD981184807,,,,No,No Violation Identified,0,0,NA,0,6.81005E+11,12441,0,6.86189E+11,0,,0,,,6.81005E+11,,,,6.86189E+11,,,02030202,020302020305,Brown Creek-Great South Bay,Y,RCRA-IC-MN-G.png,,,,,36103,Not Indian/Unknown,,,RCRA-IC-MN-G.png,N,27,41,17,39,26,13,56,23,44,52,16,56,http://echo.epa.gov/detailed-facility-report?fid=110064232682
,,,,,,,,,,,,,,,,,,36059,40.67966,-73.65772,,,Other,325412,,44.688,8826.76,,,,,NY0000277277,,,,No,No Violation Identified,0,0,NA,0,9.03053E+11,9871,0,,0,,0,,9.03053E+11,,,,,,,,02030202,020302020204,Mill River,Y,RCRA-IA-MN-G.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-G.png,Y,91,91,47,72,92,86,94,47,70,93,67,94,http://echo.epa.gov/detailed-facility-report?fid=110000805718
,,,,,,,,,,,,,,,,,,36103,40.75776,-72.96617,,,Other,,,35.816,2614.81,,,,,NYR000067108,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020304,Swan River-Great South Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,41,28,18,12,29,13,49,10,36,52,13,52,http://echo.epa.gov/detailed-facility-report?fid=110004551020
,,,,,,,,,,,,,,,,,,36119,40.92868,-73.7828,,,Other,,,46.649,7284.7,,,,,NYP004160719,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,69,64,63,65,51,57,51,51,61,67,52,69,http://echo.epa.gov/detailed-facility-report?fid=110038895425
,,,,,,,,,,,,,,,,,,36119,41.02767,-73.77683,,,VSQG,,,46.631,3994.54,,,,,NYN008020711,,,,No,No Violation Identified,0,0,NA,0,1.22895E+12,6099,0,,0,,0,,,1.22895E+12,,,,,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IC-MN-G.png,,,,,36119,Private,,,RCRA-IC-MN-G.png,Y,85,84,80,65,84,43,65,65,60,88,75,88,http://echo.epa.gov/detailed-facility-report?fid=110038862406
,,,,,,,,,,,,,,,,,,36081,40.729634999999995,-73.779835,,,SQG,,,77.656,20034.05,,,,,NYR000047084,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Not Indian/Unknown,,,RCRA-IC-MN-N.png,N,66,65,63,65,58,67,60,12,56,64,43,67,http://echo.epa.gov/detailed-facility-report?fid=110012159822
,,,,,,,,,,,,,,,,,,36059,40.806909999999995,-73.51969,,,Other,,,27.944000000000003,2880.73,,,,,NYD101209732,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020203,Freeport Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,68,62,27,47,65,27,66,53,58,69,38,69,http://echo.epa.gov/detailed-facility-report?fid=110009469440
,,,,,,,,,,,,,,,,,,09001,41.127933,-73.38331,,,SQG,,7216,34.723,3023.51,,,CT0000000900109044,,CTD982195158,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060103,Outlet Saugatuck River-Frontal Long Island Sound,Y,RCRA-IC-MN-N.png,,,,,09001,Not Indian/Unknown,,,RCRA-IC-MN-N.png,N,37,43,18,39,30,0,54,44,50,56,32,56,http://echo.epa.gov/detailed-facility-report?fid=110001733535
,,,,,,,,,,,,,,,,,,36081,40.71572,-73.74682,,,Other,,,81.78500000000001,15741.970000000001,,,,,NYP004429809,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,93,90,83,88,88,0,88,32,82,90,71,93,http://echo.epa.gov/detailed-facility-report?fid=110062941170
,,,,,,,,,,,,,,,,,,36119,41.187354,-73.62729,,,Other,,,10.852,320.99,,,,,NYP005244611,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060402,Mianus River,Y,RCRA-IA-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,36,31,13,9,19,11,29,10,17,47,27,47,http://echo.epa.gov/detailed-facility-report?fid=110070812390
,,,,,,,,,,,,,,,,,,36059,40.65706,-73.63936,,,Other,,,40.413000000000004,7664.63,,,,,NYD050593417,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020204,Mill River,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,46,47,14,37,47,41,49,12,30,48,21,49,http://echo.epa.gov/detailed-facility-report?fid=110004358285
,,,,,,,,,,,,,,,,,,36103,40.741330999999995,-73.078199,,,Other,44611 812922,,9.989,2678.01,,,,,NYR000054841,,,,No,No Violation Identified,0,0,NA,0,1.26809E+12,5646,0,1.2712E+12,0,,0,,,1.26809E+12,,,,1.2712E+12,,,02030202,020302020305,Brown Creek-Great South Bay,Y,RCRA-IA-MN-G.png,,,,,36103,Private,,,RCRA-IA-MN-G.png,N,47,50,19,40,36,14,58,24,36,55,16,58,http://echo.epa.gov/detailed-facility-report?fid=110004543254
,,,,,,,,,,,,,,,,,,36059,40.85149,-73.62668,,,Other,,,29.647000000000002,2236.38,,,,,NYD038155289,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010103,Glen Cove Creek-Hempstead Harbor,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,62,53,24,44,54,64,66,23,42,65,41,66,http://echo.epa.gov/detailed-facility-report?fid=110004353191
,,,,,,,,,,,,,,,,,,36103,40.745000000000005,-73.08785,,,VSQG,,,9.702,2481.08,,,,,NYD075784694,,,,No,No Violation Identified,0,0,NA,0,9.42106E+11,9419,0,,0,,0,,,9.42106E+11,,,,,,,02030202,020302020305,Brown Creek-Great South Bay,Y,RCRA-IC-MN-G.png,,,,,36103,Not Indian/Unknown,,,RCRA-IC-MN-G.png,N,37,44,15,38,39,11,51,21,28,49,14,51,http://echo.epa.gov/detailed-facility-report?fid=110004368782
,,,,,,,,,,,,,,,,,,36081,40.595375,-73.78002,,,Other,,,71.418,9477.7,,,,,NYD078514460,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,70,86,45,69,85,0,85,19,73,86,63,89,http://echo.epa.gov/detailed-facility-report?fid=110004370172
,,,,,,,,,,,,,,,,,,36119,40.95972,-73.78636,,,Other,,,28.998,4871.4800000000005,,,,,NYP004144408,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IA-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,76,73,70,54,70,69,59,63,65,78,65,78,http://echo.epa.gov/detailed-facility-report?fid=110031389496
,,,,,,,,,,,,,,,,,,36081,40.713964999999995,-73.75962,,,VSQG,22131,,84.26,18024.98,,,,,NYD986905875,,,,No,No Violation Identified,0,0,NA,0,7.40275E+11,11755,0,,0,7.48742E+11,0,,7.40275E+11,,7.48742E+11,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IC-MN-G.png,,,,,36081,Municipal,,,RCRA-IC-MN-G.png,Y,98,97,92,94,90,0,94,35,92,97,79,98,http://echo.epa.gov/detailed-facility-report?fid=110004449213
,,,,,,,,,,,,,,,,,,36081,40.74612,-73.76287,,,Other,,,68.05,15397.550000000001,,,,,NYP004360681,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,87,86,79,85,87,88,85,27,75,86,67,88,http://echo.epa.gov/detailed-facility-report?fid=110060220602
,,,,,,,,,,,,,,,,,,36081,40.600201999999996,-73.743847,,,LQG,61111,,60.887,7692.46,,,,,NYR000011239,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020206,Reynolds Channel-East Rockaway Inlet,Y,RCRA-IC-MN-N.png,,,,,36081,Municipal,,,RCRA-IC-MN-N.png,N,41,46,15,37,46,0,48,6,40,46,22,49,http://echo.epa.gov/detailed-facility-report?fid=110019813111
,,,,,,,,,,,,,,,,,,36103,40.738929999999996,-73.23287,,,VSQG,,,54.143,4540.04,,,,,NYN008027096,,,,No,No Violation Identified,0,0,NA,0,1.41031E+12,4000,0,1.41445E+12,0,,0,,,1.41031E+12,,,,1.41445E+12,,,02030202,020302020402,Orowoc Creek-Great Cove,Y,RCRA-IC-MN-G.png,,,,,36103,Not Indian/Unknown,,,RCRA-IC-MN-G.png,Y,60,72,39,26,80,9,80,62,68,82,38,82,http://echo.epa.gov/detailed-facility-report?fid=110062911639
,,,,,,,,,,,,,,,,,,36059,40.727605,-73.490035,,,Other,,,18.052,6052.24,,,,,NYD986960540,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020202,Seaford Creek-South Oyster Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,68,59,25,44,59,61,66,47,51,64,30,68,http://echo.epa.gov/detailed-facility-report?fid=110004471045
,,,,,,,,,,,,,,,,,,36059,40.58542,-73.63785,,,Other,531311,,22.246000000000002,5237.07,,,,,NYD986891224,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020901,Great South Bay-Atlantic Ocean,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,N,48,48,22,42,35,50,55,10,29,57,22,57,http://echo.epa.gov/detailed-facility-report?fid=110004442853
,,,,,,,,,,,,,,,,,,36081,40.724351999999996,-73.72455,,,LQG,237310,,70.194,12549.83,,,,,NYR000259986,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Municipal,,,RCRA-IC-MN-N.png,Y,88,86,79,85,87,88,86,34,79,87,65,88,http://echo.epa.gov/detailed-facility-report?fid=110071424268
,,,,,,,,,,,,,,,,,,36103,40.851693,-73.057387,,,Other,,,20.684,3610.36,,,,,NYD065960205,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020301,Town of Selden,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,40,38,15,10,35,12,44,15,37,49,16,49,http://echo.epa.gov/detailed-facility-report?fid=110004364615
,,,,,,,,,,,,,,,,,,36081,40.698609999999995,-73.78625,,,Other,221122,,86.339,22216.74,,,,,NYP004193439,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,95,96,89,92,89,0,89,31,93,94,77,96,http://echo.epa.gov/detailed-facility-report?fid=110041664865
,,,,,,,,,,,,,,,,,,36081,40.732169999999996,-73.774515,,,Other,,,76.056,18962.59,,,,,NYP004351359,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,85,83,76,82,77,85,79,22,73,82,63,85,http://echo.epa.gov/detailed-facility-report?fid=110056501655
,,,,,,,,,,,,,,,,,,36081,40.712525,-73.7815,,,Other,,,82.75200000000001,21457.95,,,,,NYP004397782,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,92,92,85,89,89,0,86,27,88,91,73,92,http://echo.epa.gov/detailed-facility-report?fid=110060183082
,,,,,,,,,,,,,,,,,,36103,40.804966,-73.071219,,,VSQG,,,17.359,2940.53,,,,,NYD986912848,,,,No,No Violation Identified,0,0,NA,0,6.75475E+11,12505,0,,0,,0,,,6.75475E+11,,,,,,,02030202,020302020305,Brown Creek-Great South Bay,Y,RCRA-IC-MN-G.png,,,,,36103,State,,,RCRA-IC-MN-G.png,Y,64,65,37,57,60,26,80,45,70,78,33,80,http://echo.epa.gov/detailed-facility-report?fid=110004452823
,,,,,,,,,,,,,,,,,,36059,40.767385,-73.534745,,,Other,,7532,39.375,5103.64,,,NY0000001282401069,,NYD981134141,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020203,Freeport Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,80,85,44,67,87,50,91,89,85,90,62,91,http://echo.epa.gov/detailed-facility-report?fid=110004399669
,,,,,,,,,,,,,,,,,,36059,40.84236,-73.53437,,,Other,,,23.467000000000002,1200.46,,,,,NYD986971463,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010201,Mill Neck Creek-Oyster Bay Harbor,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,33,24,7,30,28,24,27,15,23,36,16,36,http://echo.epa.gov/detailed-facility-report?fid=110004476451
,,,,,,,,,,,,,,,,,,36103,40.779419999999995,-73.41726,,,Other,,,21.151,1639.0900000000001,,,,,NYD002048304,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,26,47,18,40,51,19,59,23,55,56,25,59,http://echo.epa.gov/detailed-facility-report?fid=110004337281
,,,,,,,,,,,,,,,,,,36103,40.85844,-73.08277,,,Other,44711,,18.832,3766.67,,,,,NYD982793069,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020301,Town of Selden,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,59,49,24,16,31,21,58,24,46,63,23,63,http://echo.epa.gov/detailed-facility-report?fid=110004434229
,,,,,,,,,,,,,,,,,,36103,40.811111,-73.229603,,,LQG,32222,2673,62.274,3809.54,,,NY0000001472800618,,NYD010022242,,,NY000A0000147280061800006 NY000A0000147280061800337,No,Violation,2,7,"001, 262.A, 262.C, 262.D, 265.B, 265.BB, 265.C, 265.D, 265.I, 268.A, FEA, NA, XXS",2,1.74779E+12,94,2,1.75133E+12,2,1.67625E+12,18000,1.67625E+12,1.2166E+12,1.74779E+12,,1.67625E+12,1.22152E+12,1.75133E+12,,,02030201,020302010302,Nissequogue River,Y,RCRA-NC-MN-1.png,1.74779E+12,12,,,36103,Private,1.74779E+12,,RCRA-NC-MN-1.png,N,43,54,24,44,56,7,66,51,63,64,26,66,http://echo.epa.gov/detailed-facility-report?fid=110019446321
,,,,,,,,,,,,,,,,,,36119,41.11806,-73.71889,,,Other,,,11.184000000000001,580.51,,,,,NYR000066910,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020101,Kensico Reservoir,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,50,52,26,45,54,27,43,45,38,65,46,65,http://echo.epa.gov/detailed-facility-report?fid=110004550897
,,,,,,,,,,,,,,,,,,36103,40.7796,-73.42343,,,VSQG,,,17.758,1713.52,,,,,NYD986936276,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IC-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IC-MN-N.png,N,21,36,11,34,21,22,45,20,42,43,17,45,http://echo.epa.gov/detailed-facility-report?fid=110004458578
,,,,,,,,,,,,,,,,,,36059,40.7247,-73.70793,,,Other,,,62.731,11464.36,,,,,NYD986984185,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,N,66,62,61,63,56,0,65,18,53,62,37,66,http://echo.epa.gov/detailed-facility-report?fid=110004481533
,,,,,,,,,,,,,,,,,,36119,41.029989,-73.795802,,,Other,,,47.516000000000005,4113.53,,,,,NY0000923474,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,52,63,63,46,38,18,40,46,47,66,51,66,http://echo.epa.gov/detailed-facility-report?fid=110007989374
,,,,,,,,,,,,,,,,,,36081,40.781324999999995,-73.752045,,,Other,,,42.817,8999.42,,,,,NYP004309787,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010101,Alley Creek-Little Neck Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,81,91,85,89,56,94,94,36,87,93,76,94,http://echo.epa.gov/detailed-facility-report?fid=110058873054
,,,,,,,,,,,,,,,,,,36119,40.982659999999996,-73.6844,,,Other,221122,,38.753,3925,,,,,NYP004212429 NYP004218364 NYP004222220 NYP004223244 NYP004301974,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,011000060405,Blind Brook-Horseneck Brook,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,53,53,66,62,50,52,39,36,46,55,37,66,http://echo.epa.gov/detailed-facility-report?fid=110042402931
,,,,,,,,,,,,,,,,,,36103,40.87005,-73.427208,,,Other,,,30.379,2569.3,,,,,NYD981186612,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010203,Huntington Harbor-Lloyd Harbor,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,33,26,7,29,30,15,22,8,24,35,15,35,http://echo.epa.gov/detailed-facility-report?fid=110004403413
,,,,,,,,,,,,,,,,,,36059,40.73411,-73.67265,,,Other,,1795 2515,39.893,8235.91,,,NY0000003605900269,,NYD981141880,11040NSTRM50NAS,,NY000A0000360590026900002 NY000A0000360590026900005,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,P,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,71,66,65,48,55,29,71,29,62,70,44,71,http://echo.epa.gov/detailed-facility-report?fid=110001576278
,,,,,,,,,,,,,,,,,,36081,40.714295,-73.746125,,,Other,,,82.422,15775.7,,,,,NYP004394888,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,96,96,90,92,92,0,94,38,88,95,77,96,http://echo.epa.gov/detailed-facility-report?fid=110060218410
